device_id,timestamp,downstream_curr_rate_kbps,downstream_max_rate_kbps,upstream_curr_rate_kbps,upstream_max_rate_kbps,snr_margin_down_db,snr_margin_up_db,attenuation_down_db,attenuation_up_db,crc_errors_total,health_score,root_cause
IGD_160,2026-02-24 03:21:38,2439,21145,1819,3171,7.44,4.94,18.88,25.86,796,2,High Interference / Noise
IGD_232,2026-02-23 03:21:38,10571,19994,2620,2999,24.39,19.52,17.81,20.42,34,0,NORMAL
IGD_250,2026-02-23 03:21:38,3173,12127,1382,1819,17.54,15.43,36.52,41.8,1,0,Line degradation
IGD_108,2026-02-24 15:21:37,8634,20685,2639,3102,22.56,14.16,26.72,30.14,79,0,NORMAL
IGD_084,2026-02-24 15:21:37,1311,11944,873,1791,12.86,15.44,46.04,51.5,184,0,Configuration / Ports overload
IGD_069,2026-02-23 03:21:37,10478,23762,3150,3564,20.85,15.25,19.37,20.37,93,0,NORMAL
IGD_172,2026-02-24 03:21:38,1319,14533,1067,2179,16.69,15.76,40.96,44.15,326,1,Configuration / Ports overload
IGD_236,2026-02-23 09:21:38,4537,15459,2047,2318,20.83,15.62,39.47,43.27,127,0,NORMAL
IGD_237,2026-02-23 03:21:38,10556,22727,3142,3409,23.12,15.14,22.06,25.53,32,0,NORMAL
IGD_220,2026-02-24 15:21:38,3688,22973,2513,3445,8.39,6.32,32.21,41.37,485,1,Line degradation
IGD_115,2026-02-24 21:21:37,1640,15557,1427,2333,7.81,3.49,43.41,50.56,473,1,Crosstalk / Saturation
IGD_058,2026-02-23 21:21:37,2575,23043,2071,3456,6.37,3.21,14.88,18.0,1023,2,High Interference / Noise
IGD_006,2026-02-22 21:21:37,11949,21533,2926,3229,24.72,18.72,19.85,26.18,71,0,NORMAL
IGD_086,2026-02-23 15:21:37,2574,16967,1111,2545,14.72,15.62,30.35,34.63,144,0,Configuration / Ports overload
IGD_199,2026-02-23 09:21:38,6405,20798,2183,3119,17.13,14.2,24.65,30.95,66,0,Line degradation
IGD_183,2026-02-23 15:21:38,5851,15358,2101,2303,23.74,19.62,36.98,40.38,12,0,NORMAL
IGD_084,2026-02-23 15:21:37,1217,11944,737,1791,15.98,12.42,48.7,46.93,352,1,Configuration / Ports overload
IGD_112,2026-02-24 03:21:37,2771,17029,1963,2554,12.81,11.4,40.85,44.69,73,0,Line degradation
IGD_117,2026-02-24 09:21:37,3860,20275,2054,3041,9.11,8.24,30.29,33.89,176,0,Line degradation
IGD_252,2026-02-24 21:21:38,942,12398,1388,1859,7.01,6.21,49.22,57.31,790,1,Line degradation
IGD_191,2026-02-24 09:21:38,6940,15902,2243,2385,21.42,19.34,25.63,29.54,48,0,NORMAL
IGD_098,2026-02-23 03:21:37,3454,16014,1131,2402,20.94,18.8,32.12,37.39,99,0,Configuration / Ports overload
IGD_040,2026-02-25 03:21:37,752,12569,1027,1885,2.62,3.96,30.44,35.64,2769,2,High Interference / Noise
IGD_256,2026-02-25 03:21:38,12184,23354,3252,3503,23.56,19.79,18.84,23.07,14,0,NORMAL
IGD_237,2026-02-24 21:21:38,10911,22727,3218,3409,22.37,19.84,20.86,25.03,29,0,NORMAL
IGD_002,2026-02-25 03:21:37,939,15893,1564,2383,4.39,5.02,52.47,54.83,331,1,Line degradation
IGD_069,2026-02-23 21:21:37,9587,23762,3130,3564,17.51,15.6,19.38,25.38,22,0,NORMAL
IGD_004,2026-02-24 03:21:37,2509,13013,1469,1951,14.56,10.11,33.0,39.8,59,0,Crosstalk / Saturation
IGD_283,2026-02-25 03:21:38,905,16992,1566,2548,4.69,6.36,54.52,57.13,913,2,Line degradation
IGD_053,2026-02-23 21:21:37,557,9059,815,1358,6.18,3.38,49.98,54.8,1151,2,High Interference / Noise
IGD_246,2026-02-24 03:21:38,4249,19119,1863,2867,10.67,10.67,32.89,38.35,38,0,Line degradation
IGD_093,2026-02-22 21:21:37,8738,19282,2639,2892,17.28,18.08,16.89,17.5,36,0,NORMAL
IGD_185,2026-02-23 03:21:38,7918,16041,2235,2406,24.45,21.86,28.18,28.06,54,0,NORMAL
IGD_190,2026-02-22 21:21:38,12007,22453,3167,3367,21.71,14.05,20.75,22.8,12,0,NORMAL
IGD_054,2026-02-24 15:21:37,5812,14813,1915,2221,22.21,18.16,36.12,36.38,4,0,NORMAL
IGD_171,2026-02-24 03:21:38,2980,16597,1814,2489,11.11,10.64,35.73,43.4,188,0,Line degradation
IGD_294,2026-02-23 03:21:38,1942,20559,1696,3083,6.41,4.3,21.1,27.7,588,2,High Interference / Noise
IGD_025,2026-02-24 03:21:37,1571,14003,1638,2100,10.28,9.36,39.98,48.79,1047,1,Crosstalk / Saturation
IGD_079,2026-02-23 21:21:37,2001,14237,1573,2135,14.22,10.24,49.33,57.52,62,1,Line degradation
IGD_141,2026-02-25 03:21:37,8789,18818,2615,2822,22.2,19.13,23.57,24.05,35,0,NORMAL
IGD_254,2026-02-24 15:21:38,1302,12137,1326,1820,10.26,7.06,44.77,50.14,288,1,Line degradation
IGD_016,2026-02-23 21:21:37,2604,9134,1301,1370,19.54,15.48,42.57,44.66,52,0,NORMAL
IGD_169,2026-02-24 09:21:38,1497,18319,1142,2747,4.36,4.38,22.37,27.45,1501,2,High Interference / Noise
IGD_063,2026-02-24 03:21:37,2701,15768,1573,2365,10.16,10.07,35.35,40.81,97,0,Crosstalk / Saturation
IGD_288,2026-02-24 09:21:38,2128,17460,1798,2619,10.96,10.32,44.24,54.3,227,1,Line degradation
IGD_135,2026-02-24 09:21:37,9807,19603,2765,2940,23.12,17.12,22.09,20.55,59,0,NORMAL
IGD_057,2026-02-25 03:21:37,1748,20647,1841,3097,4.06,3.69,17.26,29.73,2238,2,High Interference / Noise
IGD_294,2026-02-23 15:21:38,1732,20559,1833,3083,4.54,5.96,20.55,29.16,1606,2,High Interference / Noise
IGD_176,2026-02-24 21:21:38,407,9313,867,1396,4.27,7.1,59.73,65.26,368,2,Line degradation
IGD_182,2026-02-24 09:21:38,9162,20800,2929,3120,20.98,17.92,23.54,28.52,11,0,NORMAL
IGD_207,2026-02-24 03:21:38,399,9045,605,1356,6.35,3.18,42.07,54.16,1357,2,High Interference / Noise
IGD_013,2026-02-24 15:21:37,6258,14304,2010,2145,22.72,16.87,26.88,31.73,21,0,NORMAL
IGD_298,2026-02-24 15:21:38,11802,23028,3123,3454,21.37,20.75,15.71,17.24,32,0,NORMAL
IGD_201,2026-02-24 09:21:38,920,14758,1170,2213,3.01,4.23,26.83,32.12,3007,2,High Interference / Noise
IGD_099,2026-02-22 21:21:37,7484,21082,2909,3162,19.13,12.8,28.13,27.95,76,0,NORMAL
IGD_298,2026-02-23 21:21:38,10955,23028,3090,3454,19.85,14.75,23.22,19.03,83,0,NORMAL
IGD_020,2026-02-22 21:21:37,4353,14652,2001,2197,15.67,19.85,32.25,35.28,29,0,NORMAL
IGD_114,2026-02-25 03:21:37,1077,15491,1747,2323,6.59,3.54,48.38,55.33,1148,1,Line degradation
IGD_100,2026-02-23 09:21:37,11668,23565,3024,3534,20.84,16.11,24.13,24.65,52,0,NORMAL
IGD_070,2026-02-25 03:21:37,1075,15604,1633,2340,6.09,4.97,52.72,58.0,2190,1,Line degradation
IGD_061,2026-02-24 09:21:37,3065,11057,1494,1658,16.39,17.02,43.62,43.19,14,0,NORMAL
IGD_019,2026-02-22 21:21:37,9717,18241,2375,2736,22.19,20.81,21.01,24.7,8,0,NORMAL
IGD_031,2026-02-23 03:21:37,4601,15185,1383,2277,16.07,15.36,29.68,34.98,42,0,Line degradation
IGD_255,2026-02-23 21:21:38,6043,17695,2275,2654,16.72,18.42,28.8,33.49,13,0,NORMAL
IGD_278,2026-02-24 03:21:38,6048,17080,2264,2562,20.36,17.52,39.36,39.15,21,0,NORMAL
IGD_107,2026-02-22 21:21:37,683,13094,1145,1964,2.94,1.33,38.69,40.55,1204,2,High Interference / Noise
IGD_282,2026-02-25 03:21:38,2541,11527,1553,1729,16.13,14.28,46.66,45.41,112,0,NORMAL
IGD_288,2026-02-24 21:21:38,1467,17460,1687,2619,6.86,6.33,50.18,54.76,395,1,Line degradation
IGD_257,2026-02-24 03:21:38,9290,19839,2760,2975,22.49,14.21,23.29,22.22,11,0,NORMAL
IGD_107,2026-02-25 03:21:37,910,13094,1079,1964,3.92,5.13,38.56,44.1,2690,2,High Interference / Noise
IGD_253,2026-02-23 21:21:38,809,12570,969,1885,3.81,3.08,32.05,37.24,1144,2,High Interference / Noise
IGD_221,2026-02-24 03:21:38,6364,14383,2017,2157,19.63,18.34,25.13,29.25,43,0,NORMAL
IGD_125,2026-02-23 15:21:37,9072,21202,2707,3180,17.16,14.09,15.76,22.96,80,0,NORMAL
IGD_002,2026-02-24 09:21:37,1765,15893,1431,2383,10.28,9.52,47.58,50.81,266,1,Line degradation
IGD_299,2026-02-22 21:21:38,4650,16191,1626,2428,17.44,17.02,35.53,43.25,2,0,Line degradation
IGD_055,2026-02-24 09:21:37,1422,20690,1373,3103,4.83,4.6,19.43,22.5,1817,2,High Interference / Noise
IGD_066,2026-02-24 21:21:37,2154,10566,1460,1584,15.54,14.51,48.43,52.72,57,1,NORMAL
IGD_271,2026-02-23 21:21:38,3520,16473,1125,2470,21.58,18.0,38.42,40.47,326,0,Configuration / Ports overload
IGD_274,2026-02-24 03:21:38,7562,20075,2707,3011,16.9,19.9,26.39,25.23,131,0,NORMAL
IGD_151,2026-02-23 21:21:37,3307,17732,1808,2659,14.87,13.21,35.78,41.65,50,0,Line degradation
IGD_096,2026-02-25 03:21:37,1090,12877,1160,1931,5.47,2.76,25.87,30.46,2071,2,High Interference / Noise
IGD_234,2026-02-23 03:21:38,4858,14943,1731,2241,16.06,15.19,33.04,35.9,24,0,Line degradation
IGD_080,2026-02-24 15:21:37,2761,9142,1200,1371,19.45,18.96,41.51,44.92,6,0,NORMAL
IGD_023,2026-02-24 03:21:37,6566,16969,2197,2545,20.5,16.03,33.09,35.42,43,0,NORMAL
IGD_208,2026-02-23 21:21:38,2412,15087,1007,2263,15.81,11.81,33.4,33.75,206,1,Configuration / Ports overload
IGD_180,2026-02-25 03:21:38,5147,13052,1857,1957,20.38,18.04,31.97,30.9,55,0,NORMAL
IGD_249,2026-02-24 03:21:38,2494,16501,1526,2475,13.69,11.86,38.89,51.5,57,0,Line degradation
IGD_297,2026-02-23 09:21:38,5515,23042,1583,3456,19.87,12.14,18.59,17.01,321,0,Configuration / Ports overload
IGD_228,2026-02-24 15:21:38,5848,16956,2336,2543,18.71,20.99,33.53,36.28,121,0,NORMAL
IGD_209,2026-02-24 03:21:38,4667,16054,2089,2408,13.53,14.24,32.14,32.48,3,0,NORMAL
IGD_170,2026-02-23 15:21:38,1289,8044,782,1206,12.81,9.68,43.78,48.06,56,0,Crosstalk / Saturation
IGD_105,2026-02-24 03:21:37,5417,14249,1969,2137,21.91,21.21,39.64,40.47,4,0,NORMAL
IGD_047,2026-02-25 03:21:37,3453,14916,1170,2237,23.08,11.81,32.5,31.19,385,0,Configuration / Ports overload
IGD_096,2026-02-23 21:21:37,1224,12877,1104,1931,7.96,5.12,29.81,32.8,1474,2,High Interference / Noise
IGD_298,2026-02-24 09:21:38,9613,23028,3239,3454,21.23,12.02,21.94,24.78,58,0,NORMAL
IGD_064,2026-02-25 03:21:37,2547,20568,1415,3085,6.42,1.88,16.85,24.13,2876,2,High Interference / Noise
IGD_278,2026-02-24 21:21:38,6747,17080,2207,2562,25.37,17.77,37.87,38.77,67,0,NORMAL
IGD_122,2026-02-24 21:21:37,1925,10749,729,1612,20.73,16.38,41.46,47.98,403,0,Configuration / Ports overload
IGD_116,2026-02-24 21:21:37,3541,16137,865,2420,19.0,14.43,27.89,31.25,528,0,Configuration / Ports overload
IGD_142,2026-02-24 03:21:37,1091,10997,1253,1649,9.36,10.72,52.42,55.63,386,1,Crosstalk / Saturation
IGD_272,2026-02-23 15:21:38,3669,13812,1785,2071,19.68,13.84,39.09,38.26,12,0,NORMAL
IGD_153,2026-02-24 15:21:37,2657,19041,2040,2856,7.27,5.84,33.11,41.54,582,1,Line degradation
IGD_293,2026-02-23 03:21:38,2847,20851,1876,3127,7.19,5.84,22.63,30.11,563,2,High Interference / Noise
IGD_131,2026-02-22 21:21:37,2314,9096,889,1364,21.28,16.52,44.37,53.24,25,1,Line degradation
IGD_287,2026-02-24 09:21:38,7638,17347,2287,2602,22.89,16.11,30.06,26.75,50,0,NORMAL
IGD_161,2026-02-23 15:21:38,3454,13936,1869,2090,16.29,17.1,39.5,41.87,41,0,NORMAL
IGD_017,2026-02-22 21:21:37,5551,14215,1485,2132,18.74,16.71,26.58,34.87,63,0,Line degradation
IGD_171,2026-02-23 21:21:38,3671,16597,1734,2489,13.03,12.32,33.0,37.53,52,0,Line degradation
IGD_096,2026-02-24 09:21:37,1169,12877,1086,1931,7.46,1.44,23.88,30.26,1424,2,High Interference / Noise
IGD_292,2026-02-24 03:21:38,4438,13693,1822,2053,15.62,15.98,26.37,35.04,11,0,NORMAL
IGD_088,2026-02-24 15:21:37,2540,22667,1438,3400,6.3,4.39,20.37,21.8,1606,2,High Interference / Noise
IGD_192,2026-02-25 03:21:38,1709,13467,1306,2020,10.37,10.86,39.02,45.05,264,1,Crosstalk / Saturation
IGD_189,2026-02-23 21:21:38,11011,22571,2952,3385,23.18,13.34,23.19,24.69,16,0,NORMAL
IGD_221,2026-02-22 21:21:38,4787,14383,1933,2157,18.13,19.69,26.43,28.15,67,0,NORMAL
IGD_010,2026-02-24 21:21:37,2536,21231,2490,3184,8.02,5.59,32.98,44.38,1410,1,Line degradation
IGD_283,2026-02-24 15:21:38,1503,16992,2005,2548,8.12,6.97,52.99,57.67,381,1,Line degradation
IGD_256,2026-02-24 15:21:38,9959,23354,3258,3503,16.35,17.89,21.26,25.74,19,0,NORMAL
IGD_026,2026-02-23 15:21:37,3010,10758,1477,1613,20.46,19.96,44.01,47.98,17,0,NORMAL
IGD_011,2026-02-23 15:21:37,3665,14904,1443,2235,15.29,13.6,30.62,43.14,66,0,Line degradation
IGD_145,2026-02-24 03:21:37,9328,23721,3100,3558,15.0,18.15,20.71,24.6,49,0,NORMAL
IGD_145,2026-02-23 15:21:37,8985,23721,3151,3558,17.44,16.67,20.1,25.13,22,0,NORMAL
IGD_165,2026-02-24 21:21:38,5055,23001,1809,3450,18.79,18.4,19.72,21.69,212,1,Configuration / Ports overload
IGD_059,2026-02-24 09:21:37,9227,18167,2381,2725,22.94,19.45,22.68,26.53,25,0,NORMAL
IGD_063,2026-02-24 15:21:37,3304,15768,1737,2365,12.42,9.77,28.23,34.97,71,0,Crosstalk / Saturation
IGD_170,2026-02-24 09:21:38,978,8044,771,1206,10.82,8.26,44.17,50.14,275,0,Crosstalk / Saturation
IGD_211,2026-02-23 03:21:38,2407,11354,1259,1703,19.17,15.61,46.0,50.1,96,1,Line degradation
IGD_220,2026-02-25 03:21:38,2182,22973,2338,3445,7.71,3.51,38.49,40.74,581,1,Line degradation
IGD_041,2026-02-23 15:21:37,4828,12520,1769,1878,20.61,17.34,37.03,41.32,19,0,NORMAL
IGD_116,2026-02-23 21:21:37,3233,16137,1182,2420,20.85,14.27,28.97,33.68,298,1,Configuration / Ports overload
IGD_226,2026-02-24 03:21:38,1129,12522,1138,1878,4.28,4.79,32.13,36.7,1351,2,High Interference / Noise
IGD_169,2026-02-23 09:21:38,1554,18319,1687,2747,7.08,2.13,25.26,34.28,1159,2,High Interference / Noise
IGD_206,2026-02-24 09:21:38,4260,12582,1619,1887,18.97,18.38,32.23,36.93,106,0,NORMAL
IGD_285,2026-02-23 21:21:38,3636,19318,2014,2897,12.43,4.32,23.22,32.25,179,0,Crosstalk / Saturation
IGD_046,2026-02-23 09:21:37,9064,20277,2691,3041,18.93,14.64,19.72,20.16,12,0,NORMAL
IGD_231,2026-02-23 03:21:38,9361,18780,2513,2817,19.79,17.07,16.63,17.35,9,0,NORMAL
IGD_133,2026-02-24 15:21:37,1533,15935,1620,2390,10.34,6.99,52.3,60.84,311,1,Line degradation
IGD_205,2026-02-25 03:21:38,2069,17140,1743,2571,9.58,9.21,45.7,47.48,265,1,Crosstalk / Saturation
IGD_089,2026-02-22 21:21:37,7096,16678,2362,2501,20.97,19.25,32.64,33.89,37,0,NORMAL
IGD_292,2026-02-24 21:21:38,6585,13693,1939,2053,23.63,15.1,22.24,29.66,28,0,NORMAL
IGD_063,2026-02-23 15:21:37,2766,15768,1756,2365,11.22,10.1,31.89,34.87,175,0,Crosstalk / Saturation
IGD_240,2026-02-23 15:21:38,3042,14676,1610,2201,16.05,12.43,41.04,41.85,66,0,Line degradation
IGD_278,2026-02-23 09:21:38,5223,17080,2295,2562,20.66,18.12,36.6,41.78,9,0,NORMAL
IGD_179,2026-02-24 15:21:38,5601,16269,2152,2440,25.2,20.37,41.82,42.8,85,0,NORMAL
IGD_027,2026-02-23 09:21:37,7104,21085,2308,3162,16.14,14.83,22.41,35.1,42,0,Line degradation
IGD_164,2026-02-23 21:21:38,4633,17000,2298,2550,16.03,17.39,40.5,40.47,22,0,NORMAL
IGD_144,2026-02-24 21:21:37,4479,14232,2003,2134,16.81,18.75,28.3,37.74,18,0,NORMAL
IGD_220,2026-02-24 21:21:38,2781,22973,2648,3445,8.52,6.28,36.44,45.66,1291,1,Line degradation
IGD_197,2026-02-25 03:21:38,1303,19907,1227,2986,4.16,4.05,19.35,20.86,1817,2,High Interference / Noise
IGD_253,2026-02-22 21:21:38,1011,12570,1154,1885,4.39,1.72,28.15,34.11,2006,2,High Interference / Noise
IGD_181,2026-02-23 09:21:38,4759,22025,1656,3303,21.54,15.2,24.82,25.27,349,1,Configuration / Ports overload
IGD_065,2026-02-22 21:21:37,1879,10547,826,1582,22.14,19.18,43.92,43.95,279,0,Configuration / Ports overload
IGD_239,2026-02-24 03:21:38,2875,8933,1248,1339,20.5,14.52,42.45,43.23,64,0,NORMAL
IGD_260,2026-02-24 21:21:38,10252,22438,3068,3365,18.3,14.22,20.16,26.01,51,0,NORMAL
IGD_284,2026-02-22 21:21:38,460,9427,614,1414,1.96,3.93,38.58,48.84,2157,2,High Interference / Noise
IGD_196,2026-02-25 03:21:38,10918,20982,2803,3147,21.47,16.48,22.22,26.14,83,0,NORMAL
IGD_049,2026-02-24 21:21:37,5457,16581,2204,2487,19.63,20.8,36.34,40.96,34,0,NORMAL
IGD_185,2026-02-23 15:21:38,7377,16041,2068,2406,26.29,16.99,28.39,38.3,106,0,NORMAL
IGD_174,2026-02-23 21:21:38,6076,15236,2097,2285,21.5,17.36,32.55,34.41,52,0,NORMAL
IGD_015,2026-02-24 09:21:37,3660,19019,2096,2852,10.45,9.48,32.36,38.32,350,0,Line degradation
IGD_154,2026-02-23 21:21:37,4046,13888,1855,2083,18.1,14.72,36.29,38.12,12,0,NORMAL
IGD_199,2026-02-24 09:21:38,3870,20798,2234,3119,12.06,8.01,33.47,39.51,97,0,Line degradation
IGD_137,2026-02-25 03:21:37,5621,12709,1660,1906,22.09,17.81,28.2,30.52,81,0,NORMAL
IGD_246,2026-02-22 21:21:38,7040,19119,2204,2867,18.73,20.1,22.35,24.91,59,0,Line degradation
IGD_294,2026-02-24 09:21:38,2195,20559,1815,3083,5.83,2.56,20.36,20.33,1115,2,High Interference / Noise
IGD_066,2026-02-25 03:21:37,2732,10566,1486,1584,22.33,21.02,44.58,49.92,13,1,NORMAL
IGD_180,2026-02-23 21:21:38,4003,13052,1783,1957,17.51,16.09,30.34,35.99,107,0,NORMAL
IGD_252,2026-02-23 03:21:38,3723,12398,1395,1859,18.56,15.67,32.96,38.39,94,0,Line degradation
IGD_019,2026-02-24 09:21:37,7646,18241,2496,2736,16.78,13.72,17.02,20.64,46,0,NORMAL
IGD_115,2026-02-24 15:21:37,2107,15557,1576,2333,11.1,7.8,39.41,49.58,395,0,Crosstalk / Saturation
IGD_061,2026-02-24 21:21:37,3195,11057,1449,1658,21.19,16.1,42.44,47.52,45,0,NORMAL
IGD_220,2026-02-23 03:21:38,8533,22973,2243,3445,18.47,13.66,17.92,29.95,36,0,Line degradation
IGD_194,2026-02-22 21:21:38,734,11299,876,1694,3.89,5.53,41.22,47.89,658,2,High Interference / Noise
IGD_020,2026-02-24 15:21:37,4642,14652,2020,2197,17.99,14.87,37.24,37.12,16,0,NORMAL
IGD_233,2026-02-24 15:21:38,2928,20988,2486,3148,9.05,5.57,31.14,37.74,273,1,Line degradation
IGD_030,2026-02-23 15:21:37,2582,12098,955,1814,17.29,19.19,30.68,31.51,285,0,Configuration / Ports overload
IGD_077,2026-02-24 09:21:37,3734,21154,1943,3173,11.12,11.43,34.12,41.75,193,0,Line degradation
IGD_041,2026-02-22 21:21:37,4301,12520,1757,1878,22.0,17.68,39.75,43.75,69,0,NORMAL
IGD_013,2026-02-23 09:21:37,4752,14304,1856,2145,16.94,18.75,28.4,29.45,64,0,NORMAL
IGD_021,2026-02-23 09:21:37,7288,22151,2533,3322,17.97,15.53,15.61,26.88,41,0,Line degradation
IGD_084,2026-02-24 03:21:37,1191,11944,866,1791,11.6,19.4,43.73,47.16,270,0,Configuration / Ports overload
IGD_230,2026-02-23 21:21:38,10463,21803,2992,3270,22.91,18.36,22.18,24.44,5,0,NORMAL
IGD_144,2026-02-25 03:21:37,4450,14232,1860,2134,17.25,20.9,29.96,34.28,26,0,NORMAL
IGD_174,2026-02-23 15:21:38,4827,15236,1976,2285,20.57,22.66,31.34,34.87,1,0,NORMAL
IGD_170,2026-02-24 03:21:38,772,8044,740,1206,8.52,8.47,45.58,52.93,319,1,Crosstalk / Saturation
IGD_293,2026-02-24 21:21:38,1929,20851,1258,3127,7.56,4.28,20.93,27.93,1388,2,High Interference / Noise
IGD_171,2026-02-24 15:21:38,2004,16597,1495,2489,10.59,7.84,41.71,47.46,334,1,Line degradation
IGD_292,2026-02-23 15:21:38,6244,13693,1880,2053,22.89,15.77,25.87,25.58,50,0,NORMAL
IGD_116,2026-02-23 15:21:37,2822,16137,1102,2420,11.93,14.55,29.69,27.78,399,0,Configuration / Ports overload
IGD_167,2026-02-23 03:21:38,1456,13566,1123,2034,7.99,4.49,32.49,37.57,1067,2,High Interference / Noise
IGD_244,2026-02-23 09:21:38,13618,23265,3248,3489,21.65,16.39,15.85,19.58,59,0,NORMAL
IGD_176,2026-02-25 03:21:38,322,9313,1088,1396,5.99,4.47,64.61,73.51,529,2,Line degradation
IGD_086,2026-02-23 21:21:37,2344,16967,1145,2545,17.0,12.26,33.63,33.74,234,1,Configuration / Ports overload
IGD_159,2026-02-25 03:21:37,315,8914,851,1337,6.14,5.52,64.24,70.17,471,2,Line degradation
IGD_227,2026-02-24 15:21:38,2807,11855,1628,1778,17.84,17.76,41.93,47.32,44,0,NORMAL
IGD_065,2026-02-23 03:21:37,1352,10547,818,1582,21.04,16.66,42.77,45.14,148,1,Configuration / Ports overload
IGD_001,2026-02-23 03:21:37,1594,12508,824,1876,15.77,12.81,36.33,39.96,289,1,Configuration / Ports overload
IGD_217,2026-02-22 21:21:38,3831,23344,1544,3501,14.11,18.08,19.1,24.57,509,1,Configuration / Ports overload
IGD_070,2026-02-24 21:21:37,1323,15604,1750,2340,6.13,5.74,50.1,58.93,807,1,Line degradation
IGD_164,2026-02-24 09:21:38,5626,17000,2334,2550,16.8,14.93,35.86,35.65,48,0,NORMAL
IGD_130,2026-02-23 03:21:37,3624,14398,2044,2159,17.27,16.63,40.32,43.12,3,0,NORMAL
IGD_286,2026-02-24 09:21:38,3501,17367,1397,2605,15.76,17.5,26.64,33.72,348,0,Configuration / Ports overload
IGD_249,2026-02-25 03:21:38,1025,16501,1500,2475,6.3,5.7,50.42,53.59,937,1,Line degradation
IGD_153,2026-02-22 21:21:37,7038,19041,2100,2856,20.23,17.37,20.7,27.89,60,0,Line degradation
IGD_186,2026-02-23 15:21:38,9364,19333,2481,2899,20.21,16.33,20.16,23.8,4,0,NORMAL
IGD_114,2026-02-24 09:21:37,2143,15491,1439,2323,8.77,10.05,42.7,49.39,168,0,Line degradation
IGD_290,2026-02-24 21:21:38,8146,21831,2946,3274,16.52,18.05,25.94,25.58,64,0,NORMAL
IGD_164,2026-02-23 03:21:38,6079,17000,2382,2550,22.0,15.98,38.2,39.69,81,0,NORMAL
IGD_200,2026-02-24 21:21:38,1307,14950,1687,2242,7.23,7.25,52.34,60.35,1387,1,Line degradation
IGD_067,2026-02-23 15:21:37,9209,18353,2466,2752,19.49,13.68,17.01,18.87,95,0,NORMAL
IGD_069,2026-02-23 15:21:37,10903,23762,3281,3564,21.19,16.45,21.92,26.15,104,0,NORMAL
IGD_126,2026-02-24 15:21:37,11795,22292,2916,3343,22.87,15.67,18.9,21.99,39,0,NORMAL
IGD_032,2026-02-24 15:21:37,861,9863,713,1479,15.78,18.94,43.04,45.28,229,1,Configuration / Ports overload
IGD_065,2026-02-24 21:21:37,1379,10547,568,1582,15.83,13.99,39.95,47.85,217,1,Configuration / Ports overload
IGD_144,2026-02-23 21:21:37,6165,14232,2014,2134,21.45,19.24,28.76,32.55,47,0,NORMAL
IGD_148,2026-02-25 03:21:37,4894,21380,1528,3207,17.76,16.84,19.14,21.57,505,1,Configuration / Ports overload
IGD_071,2026-02-25 03:21:37,2884,9540,1218,1431,20.33,18.78,42.98,48.35,56,0,NORMAL
IGD_129,2026-02-23 09:21:37,804,12061,1065,1809,5.74,4.5,42.11,46.45,434,2,High Interference / Noise
IGD_177,2026-02-24 21:21:38,6464,14382,1952,2157,25.78,14.15,29.67,36.82,4,0,NORMAL
IGD_098,2026-02-23 09:21:37,3344,16014,1081,2402,20.44,11.76,37.04,33.19,373,0,Configuration / Ports overload
IGD_268,2026-02-24 03:21:38,3988,16240,1035,2436,18.09,11.6,27.42,35.41,127,0,Configuration / Ports overload
IGD_269,2026-02-22 21:21:38,2507,10663,1012,1599,19.4,17.12,39.59,46.19,1,0,Line degradation
IGD_131,2026-02-24 09:21:37,662,9096,1004,1364,12.47,8.07,57.51,65.4,139,2,Line degradation
IGD_141,2026-02-22 21:21:37,8864,18818,2572,2822,17.78,16.03,21.43,20.56,17,0,NORMAL
IGD_141,2026-02-24 21:21:37,8765,18818,2616,2822,22.68,14.08,22.24,27.86,30,0,NORMAL
IGD_224,2026-02-24 15:21:38,2544,17569,1213,2635,12.44,17.78,33.44,36.78,392,0,Configuration / Ports overload
IGD_150,2026-02-24 09:21:37,4155,22675,2134,3401,9.25,8.98,29.5,32.68,416,0,Line degradation
IGD_204,2026-02-24 21:21:38,11911,21896,3009,3284,24.91,17.31,20.58,23.74,47,0,NORMAL
IGD_153,2026-02-25 03:21:37,1494,19041,2073,2856,3.99,3.79,39.6,47.17,408,1,Line degradation
IGD_167,2026-02-23 15:21:38,915,13566,978,2034,3.05,5.05,32.53,35.53,1679,2,High Interference / Noise
IGD_136,2026-02-23 21:21:37,2583,13731,999,2059,17.66,12.45,27.31,28.75,290,1,Configuration / Ports overload
IGD_293,2026-02-23 21:21:38,2434,20851,1580,3127,8.89,5.91,25.7,27.18,738,2,High Interference / Noise
IGD_295,2026-02-23 21:21:38,4759,12989,1765,1948,16.29,11.68,28.48,28.8,56,0,NORMAL
IGD_165,2026-02-23 15:21:38,4123,23001,1425,3450,18.26,10.75,23.75,26.54,165,1,Configuration / Ports overload
IGD_106,2026-02-23 03:21:37,6902,13998,1855,2099,23.97,13.96,23.04,27.63,28,0,NORMAL
IGD_080,2026-02-24 03:21:37,2839,9142,1165,1371,19.84,22.35,43.84,45.52,46,0,NORMAL
IGD_270,2026-02-23 15:21:38,12586,23670,3114,3550,21.76,20.55,19.75,21.4,34,0,NORMAL
IGD_160,2026-02-24 15:21:38,2124,21145,1796,3171,4.85,6.21,21.69,25.61,1415,2,High Interference / Noise
